State: 0, SolnCost: 38.00, # Moves: 38, # Nodes Gen: 2,156,821, Time: 6.35
State: 290, SolnCost: 51.00, # Moves: 51, # Nodes Gen: 3,164,181, Time: 8.70
State: 291, SolnCost: 49.00, # Moves: 49, # Nodes Gen: 3,036,821, Time: 8.26
State: 292, SolnCost: 53.00, # Moves: 53, # Nodes Gen: 3,324,181, Time: 8.98
State: 293, SolnCost: 63.00, # Moves: 63, # Nodes Gen: 4,156,821, Time: 10.82
State: 294, SolnCost: 59.00, # Moves: 59, # Nodes Gen: 3,804,181, Time: 10.28
State: 295, SolnCost: 54.00, # Moves: 54, # Nodes Gen: 3,458,505, Time: 9.18
State: 296, SolnCost: 61.00, # Moves: 61, # Nodes Gen: 3,996,821, Time: 10.30
State: 297, SolnCost: 49.00, # Moves: 49, # Nodes Gen: 3,036,821, Time: 7.95
State: 298, SolnCost: 48.00, # Moves: 48, # Nodes Gen: 2,956,821, Time: 7.64
State: 299, SolnCost: 56.00, # Moves: 56, # Nodes Gen: 3,564,181, Time: 9.56
State: 300, SolnCost: 51.00, # Moves: 51, # Nodes Gen: 3,196,821, Time: 8.52
State: 301, SolnCost: 52.00, # Moves: 52, # Nodes Gen: 3,298,505, Time: 8.94
State: 302, SolnCost: 62.00, # Moves: 62, # Nodes Gen: 4,098,505, Time: 10.85
State: 303, SolnCost: 56.00, # Moves: 56, # Nodes Gen: 3,596,821, Time: 9.33
State: 304, SolnCost: 44.00, # Moves: 44, # Nodes Gen: 2,658,505, Time: 7.04
State: 305, SolnCost: 54.00, # Moves: 54, # Nodes Gen: 3,436,821, Time: 9.08
State: 306, SolnCost: 58.00, # Moves: 58, # Nodes Gen: 3,724,181, Time: 9.83
State: 307, SolnCost: 50.00, # Moves: 50, # Nodes Gen: 3,084,181, Time: 8.04
State: 308, SolnCost: 58.00, # Moves: 58, # Nodes Gen: 3,756,821, Time: 10.07
State: 309, SolnCost: 48.00, # Moves: 48, # Nodes Gen: 2,924,181, Time: 7.86
State: 310, SolnCost: 51.00, # Moves: 51, # Nodes Gen: 3,164,181, Time: 8.37
State: 311, SolnCost: 58.00, # Moves: 58, # Nodes Gen: 3,756,821, Time: 10.08
State: 312, SolnCost: 56.00, # Moves: 56, # Nodes Gen: 3,596,821, Time: 9.76
State: 313, SolnCost: 53.00, # Moves: 53, # Nodes Gen: 3,356,821, Time: 8.90
State: 314, SolnCost: 50.00, # Moves: 50, # Nodes Gen: 3,116,821, Time: 8.39
State: 315, SolnCost: 52.00, # Moves: 52, # Nodes Gen: 3,244,181, Time: 8.99
State: 316, SolnCost: 45.00, # Moves: 45, # Nodes Gen: 2,738,505, Time: 7.40
State: 317, SolnCost: 49.00, # Moves: 49, # Nodes Gen: 3,036,821, Time: 8.24
State: 318, SolnCost: 46.00, # Moves: 46, # Nodes Gen: 2,796,821, Time: 7.68
State: 319, SolnCost: 58.00, # Moves: 58, # Nodes Gen: 3,756,821, Time: 10.01
State: 320, SolnCost: 48.00, # Moves: 48, # Nodes Gen: 2,978,505, Time: 7.57
State: 321, SolnCost: 46.00, # Moves: 46, # Nodes Gen: 2,818,505, Time: 7.53
State: 322, SolnCost: 41.00, # Moves: 41, # Nodes Gen: 2,418,505, Time: 6.47
State: 323, SolnCost: 53.00, # Moves: 53, # Nodes Gen: 3,378,505, Time: 8.94
State: 324, SolnCost: 60.00, # Moves: 60, # Nodes Gen: 3,938,505, Time: 10.58
State: 325, SolnCost: 49.00, # Moves: 49, # Nodes Gen: 3,058,505, Time: 8.12
State: 326, SolnCost: 60.00, # Moves: 60, # Nodes Gen: 3,916,821, Time: 10.53
State: 327, SolnCost: 66.00, # Moves: 66, # Nodes Gen: 4,364,181, Time: 11.82
State: 328, SolnCost: 44.00, # Moves: 44, # Nodes Gen: 2,636,821, Time: 7.02
State: 329, SolnCost: 53.00, # Moves: 53, # Nodes Gen: 3,356,821, Time: 9.05
State: 330, SolnCost: 55.00, # Moves: 55, # Nodes Gen: 3,516,821, Time: 9.51
State: 331, SolnCost: 54.00, # Moves: 54, # Nodes Gen: 3,404,181, Time: 8.88
State: 332, SolnCost: 45.00, # Moves: 45, # Nodes Gen: 2,738,505, Time: 7.41
State: 333, SolnCost: 52.00, # Moves: 52, # Nodes Gen: 3,298,505, Time: 8.84
State: 334, SolnCost: 60.00, # Moves: 60, # Nodes Gen: 3,916,821, Time: 10.36
State: 335, SolnCost: 46.00, # Moves: 46, # Nodes Gen: 2,796,821, Time: 7.63
State: 336, SolnCost: 43.00, # Moves: 43, # Nodes Gen: 2,556,821, Time: 6.86
State: 337, SolnCost: 56.00, # Moves: 56, # Nodes Gen: 3,564,181, Time: 9.44
State: 338, SolnCost: 46.00, # Moves: 46, # Nodes Gen: 2,764,181, Time: 7.60
State: 339, SolnCost: 53.00, # Moves: 53, # Nodes Gen: 3,378,505, Time: 9.09
State: 340, SolnCost: 53.00, # Moves: 53, # Nodes Gen: 3,324,181, Time: 9.19
State: 341, SolnCost: 53.00, # Moves: 53, # Nodes Gen: 3,356,821, Time: 9.05
State: 342, SolnCost: 53.00, # Moves: 53, # Nodes Gen: 3,378,505, Time: 9.01
State: 343, SolnCost: 60.00, # Moves: 60, # Nodes Gen: 3,916,821, Time: 10.51
State: 344, SolnCost: 50.00, # Moves: 50, # Nodes Gen: 3,116,821, Time: 8.35
State: 345, SolnCost: 52.00, # Moves: 52, # Nodes Gen: 3,244,181, Time: 8.59
State: 346, SolnCost: 56.00, # Moves: 56, # Nodes Gen: 3,596,821, Time: 9.71
State: 347, SolnCost: 52.00, # Moves: 52, # Nodes Gen: 3,298,505, Time: 8.94
State: 348, SolnCost: 56.00, # Moves: 56, # Nodes Gen: 3,564,181, Time: 9.76
State: 349, SolnCost: 52.00, # Moves: 52, # Nodes Gen: 3,276,821, Time: 8.97
State: 350, SolnCost: 43.00, # Moves: 43, # Nodes Gen: 2,556,821, Time: 6.91
State: 351, SolnCost: 51.00, # Moves: 51, # Nodes Gen: 3,218,505, Time: 8.26
State: 352, SolnCost: 52.00, # Moves: 52, # Nodes Gen: 3,298,505, Time: 8.97
State: 353, SolnCost: 47.00, # Moves: 47, # Nodes Gen: 2,876,821, Time: 7.66
State: 354, SolnCost: 55.00, # Moves: 55, # Nodes Gen: 3,538,505, Time: 9.14
State: 355, SolnCost: 58.00, # Moves: 58, # Nodes Gen: 3,756,821, Time: 9.93
State: 356, SolnCost: 48.00, # Moves: 48, # Nodes Gen: 2,956,821, Time: 7.85
State: 357, SolnCost: 49.00, # Moves: 49, # Nodes Gen: 3,036,821, Time: 8.24
State: 358, SolnCost: 58.00, # Moves: 58, # Nodes Gen: 3,778,505, Time: 10.03
State: 359, SolnCost: 49.00, # Moves: 49, # Nodes Gen: 3,036,821, Time: 8.33
State: 360, SolnCost: 57.00, # Moves: 57, # Nodes Gen: 3,676,821, Time: 9.82
State: 361, SolnCost: 53.00, # Moves: 53, # Nodes Gen: 3,356,821, Time: 9.02
State: 362, SolnCost: 55.00, # Moves: 55, # Nodes Gen: 3,516,821, Time: 9.17
State: 363, SolnCost: 55.00, # Moves: 55, # Nodes Gen: 3,538,505, Time: 9.76
State: 364, SolnCost: 45.00, # Moves: 45, # Nodes Gen: 2,716,821, Time: 7.26
State: 365, SolnCost: 44.00, # Moves: 44, # Nodes Gen: 2,636,821, Time: 6.86
State: 366, SolnCost: 59.00, # Moves: 59, # Nodes Gen: 3,836,821, Time: 10.22
State: 367, SolnCost: 56.00, # Moves: 56, # Nodes Gen: 3,596,821, Time: 9.78
State: 368, SolnCost: 47.00, # Moves: 47, # Nodes Gen: 2,876,821, Time: 8.13
State: 369, SolnCost: 56.00, # Moves: 56, # Nodes Gen: 3,596,821, Time: 9.76
State: 370, SolnCost: 49.00, # Moves: 49, # Nodes Gen: 3,058,505, Time: 8.02
State: 371, SolnCost: 54.00, # Moves: 54, # Nodes Gen: 3,436,821, Time: 9.06
State: 372, SolnCost: 58.00, # Moves: 58, # Nodes Gen: 3,756,821, Time: 9.96
State: 373, SolnCost: 52.00, # Moves: 52, # Nodes Gen: 3,244,181, Time: 8.51
State: 374, SolnCost: 58.00, # Moves: 58, # Nodes Gen: 3,756,821, Time: 10.31
State: 375, SolnCost: 52.00, # Moves: 52, # Nodes Gen: 3,244,181, Time: 8.79
State: 376, SolnCost: 54.00, # Moves: 54, # Nodes Gen: 3,436,821, Time: 9.43
State: 377, SolnCost: 46.00, # Moves: 46, # Nodes Gen: 2,818,505, Time: 7.40
State: 378, SolnCost: 46.00, # Moves: 46, # Nodes Gen: 2,796,821, Time: 7.59
State: 379, SolnCost: 55.00, # Moves: 55, # Nodes Gen: 3,516,821, Time: 9.71
State: 380, SolnCost: 48.00, # Moves: 48, # Nodes Gen: 2,956,821, Time: 8.10
State: 381, SolnCost: 53.00, # Moves: 53, # Nodes Gen: 3,356,821, Time: 8.88
State: 382, SolnCost: 48.00, # Moves: 48, # Nodes Gen: 2,956,821, Time: 8.04
State: 383, SolnCost: 49.00, # Moves: 49, # Nodes Gen: 3,004,181, Time: 8.03
State: 384, SolnCost: 60.00, # Moves: 60, # Nodes Gen: 3,916,821, Time: 10.21
State: 385, SolnCost: 53.00, # Moves: 53, # Nodes Gen: 3,356,821, Time: 9.05
State: 386, SolnCost: 46.00, # Moves: 46, # Nodes Gen: 2,818,505, Time: 7.43
State: 387, SolnCost: 49.00, # Moves: 49, # Nodes Gen: 3,036,821, Time: 8.15
State: 388, SolnCost: 55.00, # Moves: 55, # Nodes Gen: 3,484,181, Time: 9.39
State: 389, SolnCost: 45.00, # Moves: 45, # Nodes Gen: 2,684,181, Time: 7.14
State: 390, SolnCost: 51.00, # Moves: 51, # Nodes Gen: 3,196,821, Time: 8.44
State: 391, SolnCost: 50.00, # Moves: 50, # Nodes Gen: 3,084,181, Time: 8.37
State: 392, SolnCost: 45.00, # Moves: 45, # Nodes Gen: 2,684,181, Time: 7.37
State: 393, SolnCost: 52.00, # Moves: 52, # Nodes Gen: 3,276,821, Time: 9.18
State: 394, SolnCost: 58.00, # Moves: 58, # Nodes Gen: 3,778,505, Time: 10.03
State: 395, SolnCost: 44.00, # Moves: 44, # Nodes Gen: 2,636,821, Time: 6.96
State: 396, SolnCost: 52.00, # Moves: 52, # Nodes Gen: 3,276,821, Time: 8.80
State: 397, SolnCost: 45.00, # Moves: 45, # Nodes Gen: 2,684,181, Time: 7.29
State: 398, SolnCost: 40.00, # Moves: 40, # Nodes Gen: 2,316,821, Time: 6.36
State: 399, SolnCost: 43.00, # Moves: 43, # Nodes Gen: 2,524,181, Time: 6.87
State: 400, SolnCost: 47.00, # Moves: 47, # Nodes Gen: 2,876,821, Time: 7.86
State: 401, SolnCost: 58.00, # Moves: 58, # Nodes Gen: 3,724,181, Time: 10.05
State: 402, SolnCost: 44.00, # Moves: 44, # Nodes Gen: 2,636,821, Time: 7.10
State: 403, SolnCost: 56.00, # Moves: 56, # Nodes Gen: 3,596,821, Time: 9.76
State: 404, SolnCost: 50.00, # Moves: 50, # Nodes Gen: 3,116,821, Time: 8.52
State: 405, SolnCost: 52.00, # Moves: 52, # Nodes Gen: 3,276,821, Time: 9.02
State: 406, SolnCost: 64.00, # Moves: 64, # Nodes Gen: 4,236,821, Time: 11.39
State: 407, SolnCost: 45.00, # Moves: 45, # Nodes Gen: 2,716,821, Time: 7.34
State: 408, SolnCost: 52.00, # Moves: 52, # Nodes Gen: 3,276,821, Time: 9.11
State: 409, SolnCost: 53.00, # Moves: 53, # Nodes Gen: 3,356,821, Time: 9.01
State: 410, SolnCost: 47.00, # Moves: 47, # Nodes Gen: 2,876,821, Time: 7.99
State: 411, SolnCost: 53.00, # Moves: 53, # Nodes Gen: 3,356,821, Time: 9.18
State: 412, SolnCost: 47.00, # Moves: 47, # Nodes Gen: 2,898,505, Time: 7.84
State: 413, SolnCost: 53.00, # Moves: 53, # Nodes Gen: 3,356,821, Time: 8.98
State: 414, SolnCost: 52.00, # Moves: 52, # Nodes Gen: 3,276,821, Time: 8.94
State: 415, SolnCost: 55.00, # Moves: 55, # Nodes Gen: 3,516,821, Time: 9.72
State: 416, SolnCost: 54.00, # Moves: 54, # Nodes Gen: 3,436,821, Time: 9.19
State: 417, SolnCost: 59.00, # Moves: 59, # Nodes Gen: 3,858,505, Time: 10.57
State: 418, SolnCost: 56.00, # Moves: 56, # Nodes Gen: 3,596,821, Time: 9.45
State: 419, SolnCost: 54.00, # Moves: 54, # Nodes Gen: 3,458,505, Time: 9.18
State: 420, SolnCost: 49.00, # Moves: 49, # Nodes Gen: 3,036,821, Time: 8.13
State: 421, SolnCost: 62.00, # Moves: 62, # Nodes Gen: 4,044,181, Time: 10.85
State: 422, SolnCost: 62.00, # Moves: 62, # Nodes Gen: 4,076,821, Time: 10.84
State: 423, SolnCost: 59.00, # Moves: 59, # Nodes Gen: 3,858,505, Time: 10.07
State: 424, SolnCost: 50.00, # Moves: 50, # Nodes Gen: 3,116,821, Time: 8.54
State: 425, SolnCost: 52.00, # Moves: 52, # Nodes Gen: 3,276,821, Time: 8.83
State: 426, SolnCost: 56.00, # Moves: 56, # Nodes Gen: 3,596,821, Time: 9.67
State: 427, SolnCost: 56.00, # Moves: 56, # Nodes Gen: 3,618,505, Time: 9.73
State: 428, SolnCost: 41.00, # Moves: 41, # Nodes Gen: 2,418,505, Time: 6.50
State: 429, SolnCost: 50.00, # Moves: 50, # Nodes Gen: 3,116,821, Time: 8.57
State: 430, SolnCost: 53.00, # Moves: 53, # Nodes Gen: 3,378,505, Time: 9.06
State: 431, SolnCost: 51.00, # Moves: 51, # Nodes Gen: 3,196,821, Time: 8.64
State: 432, SolnCost: 59.00, # Moves: 59, # Nodes Gen: 3,836,821, Time: 10.01
State: 433, SolnCost: 46.00, # Moves: 46, # Nodes Gen: 2,818,505, Time: 7.83
State: 434, SolnCost: 59.00, # Moves: 59, # Nodes Gen: 3,858,505, Time: 10.37
State: 435, SolnCost: 54.00, # Moves: 54, # Nodes Gen: 3,436,821, Time: 9.26
State: 436, SolnCost: 51.00, # Moves: 51, # Nodes Gen: 3,196,821, Time: 8.53
State: 437, SolnCost: 47.00, # Moves: 47, # Nodes Gen: 2,876,821, Time: 7.70
State: 438, SolnCost: 56.00, # Moves: 56, # Nodes Gen: 3,596,821, Time: 9.77
State: 439, SolnCost: 53.00, # Moves: 53, # Nodes Gen: 3,378,505, Time: 8.83
State: 440, SolnCost: 52.00, # Moves: 52, # Nodes Gen: 3,276,821, Time: 8.77
State: 441, SolnCost: 52.00, # Moves: 52, # Nodes Gen: 3,276,821, Time: 8.48
State: 442, SolnCost: 59.00, # Moves: 59, # Nodes Gen: 3,836,821, Time: 10.01
State: 443, SolnCost: 51.00, # Moves: 51, # Nodes Gen: 3,218,505, Time: 8.53
State: 444, SolnCost: 51.00, # Moves: 51, # Nodes Gen: 3,218,505, Time: 8.62
State: 445, SolnCost: 48.00, # Moves: 48, # Nodes Gen: 2,956,821, Time: 7.77
State: 446, SolnCost: 44.00, # Moves: 44, # Nodes Gen: 2,604,181, Time: 7.07
State: 447, SolnCost: 59.00, # Moves: 59, # Nodes Gen: 3,858,505, Time: 10.71
State: 448, SolnCost: 40.00, # Moves: 40, # Nodes Gen: 2,338,505, Time: 6.32
State: 449, SolnCost: 49.00, # Moves: 49, # Nodes Gen: 3,004,181, Time: 7.94
State: 450, SolnCost: 52.00, # Moves: 52, # Nodes Gen: 3,244,181, Time: 8.74
State: 451, SolnCost: 54.00, # Moves: 54, # Nodes Gen: 3,458,505, Time: 9.02
State: 452, SolnCost: 48.00, # Moves: 48, # Nodes Gen: 2,956,821, Time: 8.05
State: 453, SolnCost: 47.00, # Moves: 47, # Nodes Gen: 2,876,821, Time: 7.70
State: 454, SolnCost: 57.00, # Moves: 57, # Nodes Gen: 3,676,821, Time: 9.97
State: 455, SolnCost: 45.00, # Moves: 45, # Nodes Gen: 2,684,181, Time: 7.19
State: 456, SolnCost: 44.00, # Moves: 44, # Nodes Gen: 2,636,821, Time: 7.09
State: 457, SolnCost: 54.00, # Moves: 54, # Nodes Gen: 3,458,505, Time: 9.18
State: 458, SolnCost: 55.00, # Moves: 55, # Nodes Gen: 3,484,181, Time: 9.23
State: 459, SolnCost: 49.00, # Moves: 49, # Nodes Gen: 3,036,821, Time: 8.29
State: 460, SolnCost: 47.00, # Moves: 47, # Nodes Gen: 2,876,821, Time: 8.03
State: 461, SolnCost: 53.00, # Moves: 53, # Nodes Gen: 3,356,821, Time: 9.20
State: 462, SolnCost: 55.00, # Moves: 55, # Nodes Gen: 3,484,181, Time: 9.36
State: 463, SolnCost: 56.00, # Moves: 56, # Nodes Gen: 3,564,181, Time: 9.49
State: 464, SolnCost: 61.00, # Moves: 61, # Nodes Gen: 4,018,505, Time: 10.48
State: 465, SolnCost: 50.00, # Moves: 50, # Nodes Gen: 3,116,821, Time: 7.90
State: 466, SolnCost: 52.00, # Moves: 52, # Nodes Gen: 3,276,821, Time: 9.06
State: 467, SolnCost: 47.00, # Moves: 47, # Nodes Gen: 2,844,181, Time: 7.92
State: 468, SolnCost: 55.00, # Moves: 55, # Nodes Gen: 3,516,821, Time: 9.52
State: 469, SolnCost: 59.00, # Moves: 59, # Nodes Gen: 3,804,181, Time: 10.32
State: 470, SolnCost: 59.00, # Moves: 59, # Nodes Gen: 3,804,181, Time: 10.42
State: 471, SolnCost: 47.00, # Moves: 47, # Nodes Gen: 2,876,821, Time: 7.66
State: 472, SolnCost: 50.00, # Moves: 50, # Nodes Gen: 3,116,821, Time: 8.43
State: 473, SolnCost: 60.00, # Moves: 60, # Nodes Gen: 3,916,821, Time: 10.84
State: 474, SolnCost: 49.00, # Moves: 49, # Nodes Gen: 3,058,505, Time: 8.42
State: 475, SolnCost: 59.00, # Moves: 59, # Nodes Gen: 3,836,821, Time: 10.52
State: 476, SolnCost: 56.00, # Moves: 56, # Nodes Gen: 3,596,821, Time: 9.57
State: 477, SolnCost: 44.00, # Moves: 44, # Nodes Gen: 2,658,505, Time: 7.20
State: 478, SolnCost: 56.00, # Moves: 56, # Nodes Gen: 3,596,821, Time: 9.63
State: 479, SolnCost: 51.00, # Moves: 51, # Nodes Gen: 3,196,821, Time: 8.81
State: 480, SolnCost: 44.00, # Moves: 44, # Nodes Gen: 2,658,505, Time: 7.34
State: 481, SolnCost: 57.00, # Moves: 57, # Nodes Gen: 3,676,821, Time: 9.82
State: 482, SolnCost: 48.00, # Moves: 48, # Nodes Gen: 2,956,821, Time: 8.21
State: 483, SolnCost: 53.00, # Moves: 53, # Nodes Gen: 3,356,821, Time: 9.08
State: 484, SolnCost: 59.00, # Moves: 59, # Nodes Gen: 3,804,181, Time: 10.41
State: 485, SolnCost: 46.00, # Moves: 46, # Nodes Gen: 2,764,181, Time: 7.58
State: 486, SolnCost: 49.00, # Moves: 49, # Nodes Gen: 3,058,505, Time: 8.39
State: 487, SolnCost: 54.00, # Moves: 54, # Nodes Gen: 3,436,821, Time: 9.32
State: 488, SolnCost: 48.00, # Moves: 48, # Nodes Gen: 2,978,505, Time: 8.00
State: 489, SolnCost: 51.00, # Moves: 51, # Nodes Gen: 3,218,505, Time: 8.66
State: 490, SolnCost: 55.00, # Moves: 55, # Nodes Gen: 3,516,821, Time: 9.15
State: 491, SolnCost: 49.00, # Moves: 49, # Nodes Gen: 3,004,181, Time: 7.93
State: 492, SolnCost: 52.00, # Moves: 52, # Nodes Gen: 3,276,821, Time: 8.71
State: 493, SolnCost: 51.00, # Moves: 51, # Nodes Gen: 3,164,181, Time: 8.43
State: 494, SolnCost: 37.00, # Moves: 37, # Nodes Gen: 2,098,505, Time: 5.58
State: 495, SolnCost: 50.00, # Moves: 50, # Nodes Gen: 3,138,505, Time: 8.54
State: 496, SolnCost: 51.00, # Moves: 51, # Nodes Gen: 3,196,821, Time: 8.67
State: 497, SolnCost: 50.00, # Moves: 50, # Nodes Gen: 3,116,821, Time: 8.61
State: 498, SolnCost: 56.00, # Moves: 56, # Nodes Gen: 3,596,821, Time: 9.67
State: 499, SolnCost: 45.00, # Moves: 45, # Nodes Gen: 2,716,821, Time: 7.43
